census_year,block_id,property_id,base_property_id,building_address,clue_small_area,trading_name,business_address,industry_anzsic4_code,industry_anzsic4_description,seating_type,number_of_seats,longitude,latitude,location
2011,414,108885,108885,655-657 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafe 655,655 Spencer Street WEST MELBOURNE 3003,4511,Cafes and Restaurants,Seats - Outdoor,12,144.944905,-37.80643151,"-37.80643151070056, 144.94490499749998"
2011,423,109720,109720,359 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Amiconi,359 Victoria Street WEST MELBOURNE 3003,4511,Cafes and Restaurants,Seats - Indoor,56,144.9495766,-37.80538368,"-37.80538367723348, 144.9495765976"
2011,423,109721,109721,361-365 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Three Crowns Hotel,361-365 Victoria Street WEST MELBOURNE 3003,4520,"Pubs, Taverns and Bars",Seats - Indoor,38,144.9494608,-37.80539706,"-37.80539706464789, 144.949460773"
2011,435,107486,107486,85-87 Peel Street WEST MELBOURNE 3003,West Melbourne (Residential),Market Star Cafe,85 Peel Street WEST MELBOURNE 3003,4511,Cafes and Restaurants,Seats - Outdoor,10,144.955584,-37.80619814,"-37.80619813895, 144.9555840467521"
2011,441,108856,108856,475-477 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Hotel Spencer,475 Spencer Street WEST MELBOURNE 3003,4520,"Pubs, Taverns and Bars",Seats - Outdoor,20,144.9490694,-37.80965978,"-37.8096597831, 144.94906938922622"
2011,613,102002,102002,214-222 Clarendon Street EAST MELBOURNE 3002,East Melbourne,Terrace On Clarendon,222 Clarendon Street EAST MELBOURNE 3002,4511,Cafes and Restaurants,Seats - Indoor,66,144.9841152,-37.80977835,"-37.809778345990686, 144.98411517925"
2011,618,109996,109996,1-9 Powlett Street EAST MELBOURNE 3002,East Melbourne,Laurent - Boulangerie Patisserie,148 Powlett Street EAST MELBOURNE 3002,4511,Cafes and Restaurants,Seats - Outdoor,9,144.9848349,-37.81608712,"-37.8160871243, 144.9848348883009"
2011,644,106981,106981,6-8 Nicholson Street EAST MELBOURNE 3002,East Melbourne,Cafe Ecco,"Part Gnd & Mezz , 8 Nicholson Street EAST MELBOURNE 3002",4511,Cafes and Restaurants,Seats - Indoor,200,144.9736193,-37.8084963,"-37.80849629885, 144.9736192648396"
2011,651,107430,107430,2-12 Parliament Place EAST MELBOURNE 3002,East Melbourne,The Commune,Parliament Place EAST MELBOURNE 3002,4511,Cafes and Restaurants,Seats - Outdoor,47,144.9757458,-37.81162279,"-37.8116227924, 144.97574582155164"
2011,655,105121,105121,133-143 Jolimont Road EAST MELBOURNE 3002,East Melbourne,Rocc's Restaurant & Bar,"Ground 0, 133-0 Jolimont Road EAST MELBOURNE 3002",4511,Cafes and Restaurants,Seats - Outdoor,15,144.9782778,-37.81794934,"-37.8179493449, 144.97827782739586"
2011,746,110439,110437,100 Dorcas Street SOUTHBANK 3006,Southbank,Xinnia Cafe Bar,"Part Ground , 100 Dorcas Street SOUTHBANK 3006",4511,Cafes and Restaurants,Seats - Indoor,30,144.9662259,-37.83069486,"-37.830694855, 144.9662259461269"
2011,773,577280,577280,72-82 Lorimer Street DOCKLANDS 3008,Docklands,The Promenade,82 Lorimer Street DOCKLANDS 3008,4511,Cafes and Restaurants,Seats - Outdoor,42,144.9449713,-37.82470876,"-37.8247087613, 144.94497132427315"
2011,784,110642,110597,3 Central Boulevard FISHERMANS BEND 3207,Port Melbourne,Portside Deli,3 Central Boulevard FISHERMANS BEND 3207,4511,Cafes and Restaurants,Seats - Outdoor,8,144.9188427,-37.8222836,"-37.82228359835, 144.91884271231913"
2011,801,110335,110335,1-9 Southbank Boulevard SOUTHBANK 3006,Southbank,The Noodle House,"Part Ground , 1-9 Southbank Boulevard SOUTHBANK 3006",4511,Cafes and Restaurants,Seats - Indoor,100,144.9628667,-37.82103935,"-37.8210393494, 144.96286674090527"
2011,804,623559,110484,2 Convention Centre Place SOUTH WHARF 3006,Southbank,Sotano Wine & Tapas,Part 2 Convention Centre Place SOUTH WHARF 3006,4511,Cafes and Restaurants,Seats - Indoor,500,144.9523193,-37.82542999,"-37.825429988, 144.95231930287738"
2011,1105,578095,578095,694-704 Collins Street DOCKLANDS 3008,Docklands,Summit Cafe & Bar,"Shop , Part Level 5, 700 Collins Street DOCKLANDS 3008",4511,Cafes and Restaurants,Seats - Indoor,90,144.9508556,-37.81948866,"-37.819488662850006, 144.95085562543903"
2011,1108,573414,573414,788-812 Bourke Street DOCKLANDS 3008,Docklands,Harbour Noodles & Sushi,"Shop 8, 800 Bourke Street DOCKLANDS 3008",4511,Cafes and Restaurants,Seats - Outdoor,40,144.94508,-37.81885105,"-37.8188510501, 144.9450799835413"
2011,1108,604124,604124,816-828 Bourke Street DOCKLANDS 3008,Docklands,Squires Loft Dockland,"Shop 1, 818-828 Bourke Street DOCKLANDS 3008",4511,Cafes and Restaurants,Seats - Indoor,82,144.9439709,-37.81926604,"-37.819266043444685, 144.94397089585"
2011,1109,560001,560001,16-32 Rakaia Way DOCKLANDS 3008,Docklands,Renzo's Bar,"Tenancy 7, 46 Rakaia Way DOCKLANDS 3008",4511,Cafes and Restaurants,Seats - Outdoor,80,144.9412386,-37.8146047,"-37.81460470175, 144.94123862912474"
2011,1109,560004,560004,24-42 Newquay Promenade DOCKLANDS 3008,Docklands,Achelya Cafe,23 Newquay Promenade DOCKLANDS 3008,4511,Cafes and Restaurants,Seats - Outdoor,26,144.9421705,-37.8143613,"-37.8143612988, 144.94217047192757"
2011,1109,601809,593728,425-427 Docklands Drive DOCKLANDS 3008,Docklands,Yum Cha Dragon,"Shop 14, 427 Docklands Drive DOCKLANDS 3008",4511,Cafes and Restaurants,Seats - Outdoor,25,144.9393063,-37.81523712,"-37.81523711805, 144.93930627056113"
2012,15,109260,109260,15-19 Swanston Street MELBOURNE 3000,Melbourne (CBD),Hungry Jack's Pty Ltd,15-19 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,277,144.9667811,-37.81711586,"-37.81711586165, 144.9667810697871"
2012,64,105869,105869,386-392 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Naked Espresso Bar,390 Little Bourke Street MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,15,144.9610735,-37.81359817,"-37.81359816885, 144.96107345582914"
2012,64,108102,108102,200-222 Queen Street MELBOURNE 3000,Melbourne (CBD),Bench & Co,"Shop 3, 200 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.9604725,-37.81345752,"-37.81345752339659, 144.9604724599"
2012,66,109395,109395,242 Swanston Street MELBOURNE 3000,Melbourne (CBD),Ghin Khao,242 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,95,144.965359,-37.81218448,"-37.81218447885, 144.96535900666476"
2012,67,103603,103603,221-227 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Yamato Japanese Restaurant,223 Exhibition Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9695839,-37.81067064,"-37.81067063805, 144.9695838652013"
2012,68,103620,103620,196-226 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Cafe 222,"Part Ground , 222 Exhibition Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.9704817,-37.8104747,"-37.81047470308424, 144.97048166995"
2012,72,106023,106023,551-555 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Little Cafe On Healeys Lane,"Shop 6, 551-555 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,20,144.9555651,-37.81329562,"-37.81329562149028, 144.95556507775"
2012,74,104661,104661,115-123 Hardware Street MELBOURNE 3000,Melbourne (CBD),Silo By Joost,123 Hardware Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9603937,-37.81210713,"-37.81210712582444, 144.96039374145"
2012,74,105737,105737,408 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Mook Ji Bar,404-406 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,68,144.9603272,-37.81244215,"-37.81244215257034, 144.96032722115"
2012,84,103207,103207,315-321 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Afghan Tasty Food Restaurant And Bar,"Level 1, 315-321 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,135,144.9614723,-37.81124948,"-37.8112494765, 144.96147232982136"
2012,85,102596,102596,22 Drewery Place MELBOURNE 3000,Melbourne (CBD),Sister Bellas,9 Drewery Place MELBOURNE 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,40,144.9638167,-37.81135527,"-37.81135526962701, 144.9638167025"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Cafe ERA,"Shop 3, Ground , 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,60,144.9628389,-37.81090175,"-37.81090174735, 144.96283887074458"
2012,92,102945,102942,Dudley Street WEST MELBOURNE 3003,West Melbourne (Residential),City Of Melbourne Bowls Club Inc,Dudley Street WEST MELBOURNE 3003,9113,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",Seats - Indoor,110,144.9544197,-37.81049114,"-37.810491143550486, 144.9544197347"
2012,93,110141,110141,324-328 William Street MELBOURNE 3000,Melbourne (CBD),La Stradda Cafe,"Part Ground , 326 William Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,100,144.9566889,-37.81146282,"-37.8114628181, 144.95668887893885"
2012,94,105484,105484,296-310 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Klik Cafe,"Ground , 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,70,144.9603664,-37.80998147,"-37.8099814724, 144.9603663946708"
2012,94,108089,108089,346-376 Queen Street MELBOURNE 3000,Melbourne (CBD),Stassi Cafe,"Part Ground , 350 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,4,144.9591987,-37.81024541,"-37.81024540675, 144.95919870087448"
2012,95,103308,103308,368-378 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Oriental Spoon,254 Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,160,144.9617473,-37.80995265,"-37.80995265225, 144.96174730409007"
2012,97,105491,105491,58-66 La Trobe Street MELBOURNE 3000,Melbourne (CBD),MoMo Tea,64-66 La Trobe Street MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,25,144.9669434,-37.8082965,"-37.80829650346053, 144.96694341425"
2012,97,588500,108562,336 Russell Street MELBOURNE 3000,Melbourne (CBD),Blu Point Caffe,338 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,45,144.9664715,-37.8082391,"-37.80823910124854, 144.96647145405"
2012,101,108949,108949,396-400 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Carron Tavern (Spencer Street) Pty Ltd,396-400 Spencer Street WEST MELBOURNE 3003,4520,"Pubs, Taverns and Bars",Seats - Indoor,200,144.9508615,-37.81114222,"-37.81114222325, 144.9508614955941"
2012,103,108086,108086,375 Queen Street MELBOURNE 3000,Melbourne (CBD),Empress of India Tavern / Rajah -On Queen,375 Queen Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.9579795,-37.80969481,"-37.80969481055, 144.9579794896299"
2012,103,110139,110139,370-384 William Street MELBOURNE 3000,Melbourne (CBD),Radisson On Flagstaff Gardens,380 William Street MELBOURNE 3000,4400,Accommodation,Seats - Indoor,65,144.9561202,-37.81032268,"-37.81032267928825, 144.9561201533"
2012,104,103219,103219,413-417 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Pie Face,"Shop 2, 413-417 Elizabeth Street MELBOURNE 3000",1174,Bakery Product Manufacturing (Non-factory based),Seats - Outdoor,8,144.9605218,-37.80918734,"-37.809187335450005, 144.96052177438776"
2012,104,103220,103220,419 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),1101 Bubble Bar,419 Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.9604895,-37.80911593,"-37.8091159298, 144.9604894892364"
2012,105,104080,104080,83-93 Franklin Street MELBOURNE 3000,Melbourne (CBD),Bali Bagus On Franklin,85 Franklin Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,46,144.961763,-37.80816951,"-37.80816951095, 144.96176300582863"
2012,105,109317,109317,427-433 Swanston Street MELBOURNE 3000,Melbourne (CBD),The Oxford Scholar Hotel,427-433 Swanston Street MELBOURNE 3000,4520,"Pubs, Taverns and Bars",Seats - Outdoor,56,144.962901,-37.80846669,"-37.808466688150006, 144.96290097081516"
2012,205,573290,573290,740-750 Swanston Street CARLTON 3053,Carlton,Nori Sushi,748 Swanston Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,20,144.964765,-37.79900074,"-37.799000737650005, 144.9647650305369"
2012,207,106144,106144,305 Lygon Street CARLTON 3053,Carlton,Tiamo 2,305 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,125,144.9670778,-37.79817988,"-37.7981798783, 144.9670778485212"
2012,207,106149,106149,323 Lygon Street CARLTON 3053,Carlton,CV's Cafe & Bar On Lygon,323 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,40,144.9671258,-37.79777441,"-37.797774413499994, 144.96712579552002"
2012,207,106153,106153,331-335 Lygon Street CARLTON 3053,Carlton,Jimmy Watsons,331-335 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,120,144.9671719,-37.79751106,"-37.7975110611, 144.9671719066875"
2012,207,106154,106154,337-343 Lygon Street CARLTON 3053,Carlton,Intersection Cafe,341-343 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,39,144.9672262,-37.79734792,"-37.79734791965, 144.9672261718884"
2012,217,103711,103711,172-174 Faraday Street CARLTON 3053,Carlton,The Carlton Wine Room,"Ground , 172-174 Faraday Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Outdoor,22,144.9685857,-37.79858388,"-37.79858387857861, 144.96858566564998"
2012,232,106944,106944,161-163 Nicholson Street CARLTON 3053,Carlton,Casa Farro,161-163 Nicholson Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,80,144.9748015,-37.79638867,"-37.796388672000006, 144.97480146273602"
2012,239,103258,103258,774-782 Elizabeth Street MELBOURNE 3000,Carlton,Top End Cafe,"Ground , 780-782 Elizabeth Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Outdoor,10,144.9580235,-37.80033634,"-37.80033633695, 144.95802346420072"
2012,243,109327,109327,701-713 Swanston Street CARLTON 3053,Carlton,Rydges on Swanston,701-713 Swanston Street CARLTON 3053,4400,Accommodation,Seats - Indoor,110,144.9633822,-37.80141797,"-37.80141797145, 144.96338224773467"
2012,246,106101,106101,169 Lygon Street CARLTON 3053,Carlton,Stuzzichino,"Ground , 169 Lygon Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Outdoor,34,144.9664578,-37.80171769,"-37.80171769355, 144.96645776845494"
2012,246,106102,106102,171 Lygon Street CARLTON 3053,Carlton,Amigos Lygon Street,171 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Outdoor,25,144.9664684,-37.8016574,"-37.80165740265, 144.96646836602764"
2012,252,106245,106245,152-154 Lygon Street CARLTON 3053,Carlton,Cupidos Middle Eastern,152-154 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,100,144.9667444,-37.80359332,"-37.80359331705, 144.96674438135042"
2012,252,106246,106246,148-150 Lygon Street CARLTON 3053,Carlton,Pasta Rustica Ristorante,148-150 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,115,144.9667316,-37.80366849,"-37.803668492300005, 144.96673157784892"
2012,252,106249,106249,128-130 Lygon Street CARLTON 3053,Carlton,Rodhi Ghar,128-130 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,50,144.9666796,-37.80403678,"-37.804036783650005, 144.9666795800807"
2012,266,109851,109851,74 Victoria Street CARLTON 3053,Carlton,Sambal Malaysia,"Ground , 74 Victoria Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Indoor,24,144.9653524,-37.80670077,"-37.8067007715225, 144.96535235945"
2012,266,109852,109852,72 Victoria Street CARLTON 3053,Carlton,Roza Restaurant,72 Victoria Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,49,144.9654215,-37.80670852,"-37.80670851793907, 144.9654215157"
2012,266,111078,111078,16-26 Orr Street CARLTON 3053,Carlton,Orr Street Cafe,"Part Ground , 22 Orr Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Outdoor,18,144.9654002,-37.80634114,"-37.8063411443, 144.96540015205056"
2012,274,107697,107696,Royal Parade CARLTON NORTH 3054,Carlton,Carlton Football Club Limited,Royal Parade CARLTON NORTH 3054,9112,Sports and Physical Recreation Clubs and Sports Professionals,Seats - Indoor,70,144.9615287,-37.78498438,"-37.784984380322754, 144.96152865645"
2012,326,104588,104588,38-48 Haines Street NORTH MELBOURNE 3051,North Melbourne,Lime Flower Thai Takeaway,362 Haines Street NORTH MELBOURNE 3051,4512,Takeaway Food Services,Seats - Indoor,10,144.9466998,-37.79823079,"-37.798230788050006, 144.9466998237595"
2012,334,107956,107956,680-684 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,Queensberry Lunch Bar,682 Queensberry Street NORTH MELBOURNE 3051,4512,Takeaway Food Services,Seats - Outdoor,8,144.9447947,-37.80234603,"-37.8023460322, 144.94479469655732"
2012,338,106799,106799,27-31 Munster Terrace NORTH MELBOURNE 3051,North Melbourne,Green Light Cafe & Sandwich Bar,80A Munster Terrace NORTH MELBOURNE 3051,4512,Takeaway Food Services,Seats - Indoor,6,144.941817,-37.80328498,"-37.80328498255, 144.9418169636604"
2012,345,103396,103396,13-15 Errol Street NORTH MELBOURNE 3051,North Melbourne,Toast Caffe,"Ground , 13 Errol Street NORTH MELBOURNE 3051",4513,Catering Services,Seats - Indoor,34,144.9490419,-37.80463721,"-37.80463721125, 144.94904190847186"
2012,345,103419,103419,81 Errol Street NORTH MELBOURNE 3051,North Melbourne,Snax Deli,81 Errol Street NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Indoor,36,144.9492871,-37.80323404,"-37.803234041349995, 144.94928705089157"
2012,355,105636,105636,46-50 Leveson Street NORTH MELBOURNE 3051,North Melbourne,The Leveson,46-50 Leveson Street NORTH MELBOURNE 3051,4520,"Pubs, Taverns and Bars",Seats - Indoor,200,144.9514591,-37.80370019,"-37.803700187, 144.9514591226271"
2012,356,105025,105025,123-129 Howard Street NORTH MELBOURNE 3051,North Melbourne,Maison Ama Lurra,123-129 Howard Street NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9536963,-37.80409743,"-37.80409743154877, 144.95369625735"
2012,360,109835,109835,284 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Kari Leaf,284 Victoria Street NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Indoor,50,144.9568968,-37.80575444,"-37.80575444470776, 144.95689676659998"
2012,423,109716,109716,349-351 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),The Katmandu Cottage,"Ground , 351 Victoria Street WEST MELBOURNE 3003",4511,Cafes and Restaurants,Seats - Indoor,60,144.9497885,-37.80539248,"-37.805392477543734, 144.9497884914"
2012,437,110111,110111,333-337 William Street WEST MELBOURNE 3003,West Melbourne (Residential),Royal Standard Hotel,333-337 William Street WEST MELBOURNE 3003,4520,"Pubs, Taverns and Bars",Seats - Indoor,150,144.954255,-37.80781463,"-37.8078146258, 144.9542549867807"
2012,443,108849,108849,419-421 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Spensers Live,419-421 Spencer Street WEST MELBOURNE 3003,4520,"Pubs, Taverns and Bars",Seats - Indoor,230,144.9498084,-37.81073705,"-37.81073705185, 144.9498084127201"
2012,612,100373,100373,84-90 Albert Street EAST MELBOURNE 3002,East Melbourne,Cafe On Albert,"Unit 54, Ground , 90 Albert Street EAST MELBOURNE 3002",4511,Cafes and Restaurants,Seats - Outdoor,15,144.9881764,-37.81047168,"-37.81047167909125, 144.98817641265"
2012,613,593697,109643,162 Albert Street EAST MELBOURNE 3002,East Melbourne,Tribecca Pizza,"Unit 6, 166 Albert Street EAST MELBOURNE 3002",4511,Cafes and Restaurants,Seats - Indoor,50,144.9856242,-37.81004733,"-37.81004733415, 144.98562421368925"
2012,621,100355,100355,364-366 Albert Street EAST MELBOURNE 3002,East Melbourne,Le Gourmet Restaurant,366 Albert Street EAST MELBOURNE 3002,4511,Cafes and Restaurants,Seats - Indoor,80,144.9791007,-37.80957772,"-37.80957772079361, 144.97910072485"
2012,710,108622,108622,403 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),CBD Cafe & Foundary,403A St Kilda Road MELBOURNE 3004,4511,Cafes and Restaurants,Seats - Indoor,12,144.9759379,-37.83587082,"-37.835870822, 144.97593794797697"
2012,724,108646,108646,519-539 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Beluga At Chevron,1A-539 St Kilda Road MELBOURNE 3004,4511,Cafes and Restaurants,Seats - Outdoor,33,144.9798706,-37.84555711,"-37.845557107800005, 144.9798705999844"
2012,731,110377,110377,305-331 City Road SOUTHBANK 3006,Southbank,McDonald's,305-331 City Road SOUTHBANK 3006,4511,Cafes and Restaurants,Seats - Indoor,50,144.9579148,-37.82823635,"-37.82823634735, 144.95791481106673"
2012,744,110618,110618,211-229 Sturt Street SOUTHBANK 3006,Southbank,Karlos,215-217 Sturt Street SOUTHBANK 3006,4511,Cafes and Restaurants,Seats - Outdoor,31,144.9661836,-37.82969297,"-37.8296929677, 144.96618358265198"
2012,748,108658,108658,312-318 St Kilda Road SOUTHBANK 3006,Southbank,Gateway Deli Bistro,"Part Ground , 312 St Kilda Road SOUTHBANK 3006",4511,Cafes and Restaurants,Seats - Indoor,100,144.9706862,-37.82909022,"-37.8290902161, 144.9706862246906"
2012,759,108631,108631,435-437 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Cafe Promenade,"Unit 1, Ground , 437 St Kilda Road MELBOURNE 3004",4511,Cafes and Restaurants,Seats - Indoor,60,144.9775339,-37.83909802,"-37.83909801785, 144.97753389614724"
2012,774,600431,600431,816 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,The Heist Cafe Bar,Part 816 Lorimer Street PORT MELBOURNE 3207,4511,Cafes and Restaurants,Seats - Indoor,52,144.9309905,-37.82204522,"-37.822045223467896, 144.93099052705"
2012,781,110551,110551,49-89 Turner Street PORT MELBOURNE 3207,Port Melbourne,Hall St Deli,"Suite 91, 21 Turner Street PORT MELBOURNE 3207",4511,Cafes and Restaurants,Seats - Indoor,59,144.9253878,-37.82302799,"-37.8230279944, 144.9253878367037"
2012,802,613006,613006,28 Freshwater Place SOUTHBANK 3006,Southbank,Boccata,"Tenancy 1, Ground , 28 Freshwater Place SOUTHBANK 3006",4511,Cafes and Restaurants,Seats - Outdoor,40,144.9622896,-37.8226721,"-37.82267210125, 144.96228962422856"
2012,803,597190,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Silks,8 Whiteman Street SOUTHBANK 3006,4511,Cafes and Restaurants,Seats - Indoor,170,144.9583356,-37.8231616,"-37.82316159535, 144.9583355828234"
2012,808,110385,110385,174-184 City Road SOUTHBANK 3006,Southbank,Olla Messa,38-0 City Road SOUTHBANK 3006,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9619185,-37.82383574,"-37.823835739100005, 144.9619185367833"
2012,812,110355,110355,63-65 City Road SOUTHBANK 3006,Southbank,Gourmet Southbank,"Ground , 63 City Road SOUTHBANK 3006",4512,Takeaway Food Services,Seats - Outdoor,15,144.9658443,-37.82222492,"-37.82222492054163, 144.96584428015"
2012,862,106621,106621,1-23 Millswyn Street SOUTH YARRA 3141,South Yarra,The Albany South Yarra/The Bloomfield,1-23 Millswyn Street SOUTH YARRA 3141,4400,Accommodation,Seats - Indoor,40,144.9797465,-37.83705002,"-37.83705002443201, 144.9797465005"
2012,866,110944,110944,65W Toorak Road SOUTH YARRA 3141,South Yarra,Cafe Fawkner,65W Toorak Road SOUTH YARRA 3141,4511,Cafes and Restaurants,Seats - Indoor,12,144.9800382,-37.83805843,"-37.83805842991143, 144.98003817595"
2012,904,556742,556742,419-443 Royal Parade PARKVILLE 3052,Parkville,Vibe Hotel,419-443 Royal Parade PARKVILLE 3052,4400,Accommodation,Seats - Outdoor,40,144.9588154,-37.78289819,"-37.7828981939, 144.95881538933105"
2012,915,108458,108458,53 Royal Parade PARKVILLE 3052,Parkville,Cafe Royale,53 Royal Parade PARKVILLE 3052,4511,Cafes and Restaurants,Seats - Indoor,15,144.9575499,-37.79539688,"-37.7953968817, 144.95754990792784"
2012,928,612698,612698,52-62 Cade Way PARKVILLE 3052,Parkville,Corner Cafe & Convenience Store,"Shop 1, Ground , 52 Cade Way PARKVILLE 3052",4511,Cafes and Restaurants,Seats - Indoor,35,144.9391282,-37.77619476,"-37.776194762090775, 144.93912821290002"
2012,931,107427,107427,10 Brens Drive PARKVILLE 3052,Parkville,State Netball & Hockey Centre Cafe,Part 10 Brens Drive PARKVILLE 3052,4511,Cafes and Restaurants,Seats - Outdoor,16,144.9476846,-37.78533329,"-37.785333289472575, 144.9476846455"
2012,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Locker Room Cafe,"Part Ground , 140 Harbour Esplanade DOCKLANDS 3008",4511,Cafes and Restaurants,Seats - Indoor,12,144.9475602,-37.81674198,"-37.816741978500005, 144.94756024115154"
2012,1103,599505,573403,744-770 Bourke Street DOCKLANDS 3008,Docklands,De Gusto,766 Bourke Street DOCKLANDS 3008,4511,Cafes and Restaurants,Seats - Indoor,44,144.9473509,-37.81812972,"-37.8181297207, 144.94735092905432"
2012,1105,578096,578096,715-727 Bourke Street DOCKLANDS 3008,Docklands,Travelodge Docklands,66 Bourke Street DOCKLANDS 3008,4400,Accommodation,Seats - Indoor,150,144.950245,-37.81865754,"-37.81865753840059, 144.95024502165"
2012,1105,609487,609487,737-743 Bourke Street DOCKLANDS 3008,Docklands,Cafenatics,"Part Ground , 737 Bourke Street DOCKLANDS 3008",4511,Cafes and Restaurants,Seats - Indoor,56,144.9490689,-37.81920222,"-37.819202221126446, 144.94906886184998"
2012,1105,609488,609488,731-735 Bourke Street DOCKLANDS 3008,Docklands,Degani Bakery Cafe,"Level 1, 710 Bourke Street DOCKLANDS 3008",4511,Cafes and Restaurants,Seats - Indoor,70,144.9498285,-37.81922043,"-37.81922042795391, 144.94982850435"
2012,1108,611367,611367,791-847 Collins Street DOCKLANDS 3008,Docklands,Caffe Esc,"Shop 1, 833 Collins Street DOCKLANDS 3008",4511,Cafes and Restaurants,Seats - Outdoor,52,144.9457011,-37.82205949,"-37.82205948805, 144.9457011114799"
2012,1108,613252,613252,790-814 Collins Street DOCKLANDS 3008,Docklands,Nashi Myer,"Shop 9, Ground , 800 Collins Street DOCKLANDS 3008",4511,Cafes and Restaurants,Seats - Indoor,24,144.9458326,-37.82104416,"-37.82104415525, 144.94583261969217"
2012,1109,573327,573327,37-43 Caravel Lane DOCKLANDS 3008,Docklands,Bopha Devi Docklands,27 Caravel Lane DOCKLANDS 3008,4511,Cafes and Restaurants,Seats - Indoor,45,144.9406746,-37.81492163,"-37.8149216285, 144.9406746385268"
