census_year,block_id,property_id,base_property_id,building_address,clue_small_area,trading_name,business_address,industry_anzsic4_code,industry_anzsic4_description,seating_type,number_of_seats,longitude,latitude,location
2017,245,581508,538825,604 Swanston Street CARLTON 3053,Carlton,Minang Nasi Padang,"Tenancy 104, 604 Swanston Street CARLTON 3053",4512,Takeaway Food Services,Seats - Indoor,24,144.9643332,-37.80189616,"-37.801896158549994, 144.96433321843543"
2017,246,104449,104449,117 Grattan Street CARLTON 3053,Carlton,Roy's Cafe,117 Grattan Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Outdoor,21,144.965624,-37.8008,"-37.80079999611096, 144.9656240374"
2017,247,107557,107557,62 Pelham Street CARLTON 3053,Carlton,Assembly Store,62-0 Pelham Street CARLTON 3053,4512,Takeaway Food Services,Seats - Indoor,8,144.9672924,-37.80262812,"-37.80262811980231, 144.96729235995"
2017,252,106247,106247,140-146 Lygon Street CARLTON 3053,Carlton,La Notte Restaurant,144-146 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,180,144.966723,-37.80378304,"-37.80378304395, 144.96672301141672"
2017,252,106249,106249,128-130 Lygon Street CARLTON 3053,Carlton,Da Guido,128-130 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,60,144.9666796,-37.80403678,"-37.8040367838, 144.96667958005438"
2017,252,111062,106250,120 Lygon Street CARLTON 3053,Carlton,Lygon Charcoal Grill & Steakhouse,120 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,100,144.966702,-37.8044377,"-37.80443770225933, 144.96670202450002"
2017,254,106091,106091,139-141 Lygon Street CARLTON 3053,Carlton,Universal Pizza,139-141 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,100,144.9660867,-37.80384761,"-37.8038476141, 144.9660867199495"
2017,266,534003,534003,70 Victoria Street CARLTON 3053,Carlton,St2 Expresso,70 Victoria Street CARLTON 3053,4512,Takeaway Food Services,Seats - Indoor,6,144.9654726,-37.80671424,"-37.806714235169665, 144.9654725569"
2017,270,664626,104468,230 Grattan Street PARKVILLE 3010,Parkville,Zambrero,"Shop , Ground , 230 Grattan Street PARKVILLE 3010",4511,Cafes and Restaurants,Seats - Indoor,48,144.9611833,-37.79677543,"-37.796775432262365, 144.96118327745"
2017,345,103401,103401,31 Errol Street NORTH MELBOURNE 3051,North Melbourne,S & J Sushi Noodle Town,31 Errol Street NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9489081,-37.80430242,"-37.804302418, 144.94890811749102"
2017,346,107986,107986,566-574 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,French Quarter Patisserie,568 Queensberry Street NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Outdoor,14,144.9484751,-37.80271325,"-37.8027132516, 144.94847510593382"
2017,353,103842,103842,193 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Refs Cafe,193 Flemington Road NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Indoor,30,144.948423,-37.79508409,"-37.795084086749995, 144.9484230454651"
2017,354,103520,103520,34 Errol Street NORTH MELBOURNE 3051,North Melbourne,KL Bunga Raya,"Ground , 34 Errol Street NORTH MELBOURNE 3051",4511,Cafes and Restaurants,Seats - Indoor,40,144.9497258,-37.80435618,"-37.8043561846, 144.94972582967333"
2017,354,109794,109794,478-484 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Rubiras North Melbourne,"Ground , 478-482 Victoria Street NORTH MELBOURNE 3051",4511,Cafes and Restaurants,Seats - Indoor,40,144.9501455,-37.80496738,"-37.804967379732986, 144.95014549925"
2017,357,109824,109824,352-362 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Little Africa,358 Victoria Street NORTH MELBOURNE 3051,4512,Takeaway Food Services,Seats - Indoor,16,144.9543393,-37.80537858,"-37.80537857559884, 144.9543392604"
2017,377,103814,103814,47-59 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Flavour Cafe,"Lot , Ground , 55 Flemington Road NORTH MELBOURNE 3051",4511,Cafes and Restaurants,Seats - Outdoor,60,144.9543181,-37.7997296,"-37.7997296026, 144.954318084236"
2017,377,103816,103816,65-67 Flemington Road NORTH MELBOURNE 3051,North Melbourne,New Lanna Thai,65 Flemington Road NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Outdoor,4,144.9540071,-37.79936515,"-37.79936515295, 144.95400711221734"
2017,378,103824,103824,97-103 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Avist Cafe,101 Flemington Road NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Outdoor,34,144.952707,-37.79844229,"-37.7984422874, 144.9527070063923"
2017,424,109706,109706,297-307 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),One Star Coffee Lounge,301-303 Victoria Street WEST MELBOURNE 3003,4511,Cafes and Restaurants,Seats - Indoor,25,144.9513761,-37.80564242,"-37.80564242105, 144.95137608599526"
2017,427,108871,108871,541-547 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Embassy Cafe,541-547 Spencer Street WEST MELBOURNE 3003,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9477899,-37.80811111,"-37.8081111108, 144.94778988152976"
2017,710,108620,108620,391 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),@Rice Cafe & Bar,"Shop 2, 391 St Kilda Road MELBOURNE 3004",4511,Cafes and Restaurants,Seats - Outdoor,13,144.9757167,-37.83548527,"-37.835485269299994, 144.9757166954983"
2017,724,108649,108649,549-551 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Epicure Kitchen Cafe,"Ground , 549 St Kilda Road MELBOURNE 3004",4511,Cafes and Restaurants,Seats - Outdoor,50,144.9802819,-37.84658908,"-37.84658907795, 144.9802819032385"
2017,861,102505,102505,179-181 Domain Road SOUTH YARRA 3141,South Yarra,Domain Brasserie,181 Domain Road SOUTH YARRA 3141,4511,Cafes and Restaurants,Seats - Indoor,45,144.9820355,-37.83431311,"-37.83431310932447, 144.9820354792"
2017,904,556742,556742,419-443 Royal Parade PARKVILLE 3052,Parkville,Vibe Hotel,419-443 Royal Parade PARKVILLE 3052,4400,Accommodation,Seats - Outdoor,40,144.9588154,-37.78289819,"-37.78289819395, 144.95881538955987"
2017,1007,102187,102187,90-98 Coode Road WEST MELBOURNE 3003,West Melbourne (Industrial),Teresa's Cafe,Part 90-98 Coode Road WEST MELBOURNE 3003,4512,Takeaway Food Services,Seats - Indoor,3,144.9223483,-37.81121054,"-37.811210543399994, 144.92234829860743"
2018,74,106018,106018,395-397 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Horse Bazaar,"Ground , 397 Little Lonsdale Street MELBOURNE 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,50,144.96025,-37.81190054,"-37.81190053745877, 144.9602499735"
2018,83,110759,110142,318 William Street MELBOURNE 3000,Melbourne (CBD),The Mint Bar & Restaurant,318 William Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,48,144.9573593,-37.81209006,"-37.8120900551, 144.9573593037722"
2018,85,109302,109302,281-287 Swanston Street MELBOURNE 3000,Melbourne (CBD),Bornga,"Level 1, 258 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,70,144.9643589,-37.81143183,"-37.81143183285, 144.9643588506305"
2018,87,103631,103631,17-19 Exploration Lane MELBOURNE 3000,Melbourne (CBD),Fraser Place Melbourne,17-19 Exploration Lane MELBOURNE 3000,4400,Accommodation,Seats - Indoor,16,144.9680775,-37.80895367,"-37.8089536735, 144.96807753685562"
2018,88,110858,108992,299 Spring Street MELBOURNE 3000,Melbourne (CBD),Lost Angel Bar & Restaurant,285 Spring Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,90,144.9710236,-37.80816685,"-37.80816685128649, 144.97102355254998"
2018,95,109312,109312,377-391 Swanston Street MELBOURNE 3000,Melbourne (CBD),Hokuto Japanese Cafe,"Ground , 389 Swanston Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Outdoor,8,144.9634153,-37.80945582,"-37.809455816, 144.9634152524011"
2018,104,103226,103226,437-439 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Menya Ramen,"Ground , 437-439 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,94,144.9602381,-37.80880977,"-37.80880976685, 144.96023808784668"
2018,208,101660,101660,330-332 Cardigan Street CARLTON 3053,Carlton,Le Miel Et Le Lune,"Gnd & Flr1 , 330 Cardigan Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Outdoor,8,144.966378,-37.79685794,"-37.79685794455, 144.96637797302736"
2018,218,104477,104477,48-50 Grattan Street CARLTON 3053,Carlton,Il Vicolo,48-50 Grattan Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Outdoor,4,144.9678801,-37.80059709,"-37.80059709341719, 144.96788005985002"
2018,245,104450,104450,251-257 Cardigan Street CARLTON 3053,Carlton,Rakuzen Simple Japanese,"Shop 3, Ground , 121 Cardigan Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Indoor,36,144.9651041,-37.80077073,"-37.8007707279, 144.96510407331394"
2018,246,106105,106105,177-183 Lygon Street CARLTON 3053,Carlton,Cafe Notturno,177-179 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,100,144.9665052,-37.80144757,"-37.80144757055, 144.96650524933202"
2018,263,563936,563936,194-208 Victoria Street CARLTON 3053,Carlton,Brother Dough,"Shop 1, 204-208 Victoria Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Indoor,71,144.9606596,-37.80606214,"-37.80606214315, 144.96065957331285"
2018,266,106081,106081,27-31 Lygon Street CARLTON 3053,Carlton,The Curtin,27-31 Lygon Street CARLTON 3053,4520,"Pubs, Taverns and Bars",Seats - Indoor,71,144.9656986,-37.80619946,"-37.8061994594, 144.9656985705975"
2018,333,107975,107975,610 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,Elceed Cafe,"Ground , 610 Queensberry Street NORTH MELBOURNE 3051",4511,Cafes and Restaurants,Seats - Indoor,24,144.9471385,-37.80252653,"-37.80252653491923, 144.94713850214998"
2018,345,103394,103394,9 Errol Street NORTH MELBOURNE 3051,North Melbourne,The Hot Poppy,"Ground , 9 Errol Street NORTH MELBOURNE 3051",4511,Cafes and Restaurants,Seats - Indoor,16,144.9490008,-37.80475134,"-37.80475134110298, 144.94900079025"
2018,345,103413,103413,63 Errol Street NORTH MELBOURNE 3051,North Melbourne,Agraba,63 Errol Street NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Indoor,22,144.949206,-37.80360281,"-37.80360281475, 144.94920600297542"
2018,346,103426,103426,103-107 Errol Street NORTH MELBOURNE 3051,North Melbourne,Auction Rooms,103-107 Errol Street NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9494611,-37.80245669,"-37.80245669215, 144.9494611268573"
2018,354,103524,103524,16-18 Errol Street NORTH MELBOURNE 3051,North Melbourne,North Melbourne Roast Chicken and Chips,16 Errol Street NORTH MELBOURNE 3051,4512,Takeaway Food Services,Seats - Outdoor,8,144.949647,-37.80471302,"-37.80471301525, 144.9496469571966"
2018,356,105025,105025,123-129 Howard Street NORTH MELBOURNE 3051,North Melbourne,Ample Cafe Bar,123-129 Howard Street NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9536963,-37.80409743,"-37.80409743133234, 144.95369625715"
2018,360,109830,109830,300-308 Victoria Street NORTH MELBOURNE 3051,North Melbourne,La Porchetta,"Ground , 308 Victoria Street NORTH MELBOURNE 3051",4511,Cafes and Restaurants,Seats - Indoor,200,144.9563791,-37.80569684,"-37.8056968409, 144.956379091501"
2018,361,109837,109837,268-276 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Hallah,268 Victoria Street NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Indoor,50,144.9573905,-37.80580418,"-37.80580418045, 144.95739047566423"
2018,361,109839,109839,260 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Melbourne Toodouri,260 Victoria Street NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Indoor,60,144.9577234,-37.80584227,"-37.80584226598827, 144.95772344215"
2018,369,103507,103507,86-90 Errol Street NORTH MELBOURNE 3051,North Melbourne,The Courthouse Hotel,86-90 Errol Street NORTH MELBOURNE 3051,4520,"Pubs, Taverns and Bars",Seats - Indoor,100,144.9499554,-37.80287774,"-37.8028777439, 144.94995539701253"
2018,376,103811,103811,19-35 Flemington Road NORTH MELBOURNE 3051,North Melbourne,The Rice Cooker,27-35 Flemington Road NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Indoor,50,144.9551775,-37.8006772,"-37.80067720135, 144.9551774613426"
2018,376,508976,110862,42 Courtney Street NORTH MELBOURNE 3051,North Melbourne,Metropolitan Hotel,42 Courtney Street NORTH MELBOURNE 3051,4520,"Pubs, Taverns and Bars",Seats - Indoor,95,144.9540989,-37.80143002,"-37.80143001585, 144.95409885643846"
2018,415,104762,104762,72 Hawke Street WEST MELBOURNE 3003,West Melbourne (Residential),Butcher Shop Cafe,72 Hawke Street WEST MELBOURNE 3003,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9455775,-37.80800427,"-37.80800427165, 144.9455775338808"
2018,424,109710,109710,315 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Willows & Wine,"Ground , 315 Victoria Street WEST MELBOURNE 3003",4520,"Pubs, Taverns and Bars",Seats - Indoor,20,144.9510472,-37.80556551,"-37.80556551097989, 144.9510471708"
2018,430,108864,108864,505-507 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),B.Cuz Coffee & Eatery,"Ground , 505-507 Spencer Street WEST MELBOURNE 3003",4511,Cafes and Restaurants,Seats - Indoor,16,144.9486338,-37.80883479,"-37.80883478765, 144.94863382951405"
2018,432,108441,108441,56 Rosslyn Street WEST MELBOURNE 3003,West Melbourne (Residential),Rosslyn Pizzeria,56 Rosslyn Street WEST MELBOURNE 3003,4511,Cafes and Restaurants,Seats - Outdoor,8,144.9524048,-37.80752071,"-37.80752070579078, 144.9524047577"
2018,434,109694,109694,215 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Don Camillo Cafe Bar Restaurant,215 Victoria Street WEST MELBOURNE 3003,4511,Cafes and Restaurants,Seats - Outdoor,9,144.9542534,-37.80591867,"-37.805918670561105, 144.9542533576"
2018,503,612530,109449,90-114 Bakehouse Road KENSINGTON 3031,Kensington,Kensington Canteen,90 Bakehouse Road KENSINGTON 3031,4512,Takeaway Food Services,Seats - Indoor,28,144.9299003,-37.79960343,"-37.7996034328, 144.92990028836095"
2018,525,106329,106329,521-535 Macaulay Road KENSINGTON 3031,Kensington,Hardimans Hotel,521-535 Macaulay Road KENSINGTON 3031,4520,"Pubs, Taverns and Bars",Seats - Outdoor,50,144.9283453,-37.79444211,"-37.794442107250006, 144.92834530309514"
2018,607,109997,109997,132-142 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Espresso Extraction,138 Wellington Parade EAST MELBOURNE 3002,4512,Takeaway Food Services,Seats - Outdoor,6,144.9855915,-37.81618526,"-37.81618525805, 144.9855915414598"
2018,607,110006,110006,82 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Tadka Hut Indian Cuisine,"Ground , 82 Wellington Parade EAST MELBOURNE 3002",4511,Cafes and Restaurants,Seats - Indoor,36,144.9873076,-37.81634948,"-37.816349484645286, 144.9873076192"
2018,618,109996,109996,1-9 Powlett Street EAST MELBOURNE 3002,East Melbourne,Laurent - Boulangerie Patisserie,148 Powlett Street EAST MELBOURNE 3002,4511,Cafes and Restaurants,Seats - Outdoor,8,144.9848349,-37.81608712,"-37.8160871246, 144.98483488812698"
2018,651,107430,107430,2-12 Parliament Place EAST MELBOURNE 3002,East Melbourne,Mr Tod,"Basement , 2-6 Parliament Place EAST MELBOURNE 3002",4511,Cafes and Restaurants,Seats - Outdoor,47,144.9757458,-37.81162279,"-37.8116227926, 144.97574582164583"
2018,660,531599,109256,10-20 Olympic Boulevard MELBOURNE 3004,Melbourne (Remainder),The Glasshouse Eatery,Part 20-0 Olympic Boulevard MELBOURNE 3004,4511,Cafes and Restaurants,Seats - Indoor,70,144.982456,-37.82484857,"-37.82484857355, 144.9824560052769"
2018,710,108625,108625,407B-407D St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Subway,407B St Kilda Road MELBOURNE 3004,4512,Takeaway Food Services,Seats - Outdoor,6,144.9761948,-37.83626983,"-37.83626982632994, 144.97619479875"
2018,724,108646,108646,519-539 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Spudbar @ Chevron,11 St Kilda Road MELBOURNE 3004,4512,Takeaway Food Services,Seats - Indoor,11,144.9798706,-37.84555711,"-37.8455571079, 144.97987060014765"
2018,741,110611,110611,101-111 Sturt Street SOUTHBANK 3006,Southbank,ACCA Cafe,Part 111 Sturt Street SOUTHBANK 3006,4512,Takeaway Food Services,Seats - Indoor,3,144.9671435,-37.82651791,"-37.82651790535, 144.96714351895767"
2018,752,110734,110733,100 St Kilda Road SOUTHBANK 3006,Southbank,Teatro,Part 100 St Kilda Road SOUTHBANK 3006,4511,Cafes and Restaurants,Seats - Outdoor,60,144.9681703,-37.82094204,"-37.82094204031448, 144.96817034075002"
2018,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,Miyako Japanese Cuisine & Teppanyaki,"Restaurant 2, Upper Lvl , 3 Southgate Avenue SOUTHBANK 3006",4511,Cafes and Restaurants,Seats - Outdoor,40,144.9663031,-37.82071819,"-37.82071819175, 144.96630307635638"
2018,760,108638,108638,477-479 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),The Deck Cafe On St Kilda Road,"Part Ground , 479 St Kilda Road MELBOURNE 3004",4511,Cafes and Restaurants,Seats - Outdoor,60,144.9785558,-37.8418807,"-37.84188069845, 144.97855578386498"
2018,760,108645,108645,517 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Locale Coffee,"Kiosk , Ground , 517 St Kilda Road MELBOURNE 3004",4512,Takeaway Food Services,Seats - Outdoor,9,144.9792884,-37.84459258,"-37.84459257985, 144.97928842385716"
2018,785,110535,110535,263-329 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Ocean View Cafe Port Melbourne,"Suite 1, 263-329 Lorimer Street PORT MELBOURNE 3207",4511,Cafes and Restaurants,Seats - Outdoor,30,144.9041689,-37.8253658,"-37.82536579911785, 144.90416885075"
2018,786,602733,110589,1 Phillip Court PORT MELBOURNE 3207,Port Melbourne,Black Jack Cafe,"Unit 2, 1 Phillip Court PORT MELBOURNE 3207",4511,Cafes and Restaurants,Seats - Outdoor,32,144.9208732,-37.82605979,"-37.8260597946, 144.92087320860645"
2018,801,110335,110335,1-9 Southbank Boulevard SOUTHBANK 3006,Southbank,Breslin Bar And Grill,"Part Ground , 1 Southbank Boulevard SOUTHBANK 3006",4511,Cafes and Restaurants,Seats - Indoor,100,144.9628667,-37.82103935,"-37.82103934955, 144.9628667411883"
2018,804,623559,110484,2 Convention Centre Place SOUTH WHARF 3006,Southbank,Melbourne Public,15 Convention Centre Place SOUTH WHARF 3006,4511,Cafes and Restaurants,Seats - Outdoor,100,144.9523193,-37.82542999,"-37.82542998795, 144.95231930285"
2018,808,108048,108048,91-93 Queens Bridge Street SOUTHBANK 3006,Southbank,Sheila Baxter Training Centre Pty Ltd,91-93 Queens Bridge Street SOUTHBANK 3006,8101,Technical and Vocational Education and Training,Seats - Indoor,24,144.9609063,-37.82435993,"-37.8243599276, 144.96090633511037"
2018,812,110415,110415,12-16 Kavanagh Street SOUTHBANK 3006,Southbank,Saporito Cafe Bar & Grill,"Ground , 12 Kavanagh Street SOUTHBANK 3006",4511,Cafes and Restaurants,Seats - Indoor,30,144.9662583,-37.82261356,"-37.82261356490605, 144.96625827535"
2018,861,102504,102504,175-177 Domain Road SOUTH YARRA 3141,South Yarra,Bacash,175-177 Domain Road SOUTH YARRA 3141,4511,Cafes and Restaurants,Seats - Outdoor,16,144.9819457,-37.83430093,"-37.834300925443834, 144.98194569975"
2018,919,103256,103256,301-327 Grattan Street MELBOURNE 3000,Parkville,Sargon Food And Co Cafe,327-327 Grattan Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,24,144.9566714,-37.80018543,"-37.800185428999995, 144.95667139011434"
2018,931,103908,103908,48-50 Flemington Road PARKVILLE 3052,Parkville,McDonalds Royal Children's Hospital,"Tenancy 3, Ground , 50 Flemington Road PARKVILLE 3052",4511,Cafes and Restaurants,Seats - Indoor,32,144.9495226,-37.79363105,"-37.793631051343525, 144.9495226105"
2018,1005,108797,108797,93-119 Sims Street WEST MELBOURNE 3003,West Melbourne (Industrial),Riverside Takeaway,Part 93-111 Sims Street WEST MELBOURNE 3003,4512,Takeaway Food Services,Seats - Outdoor,8,144.9105995,-37.8038076,"-37.803807598350005, 144.9105995425041"
2018,1102,609314,609314,194-206 Harbour Esplanade DOCKLANDS 3008,Docklands,Cafe 198,"Unit 2, 198 Harbour Esplanade DOCKLANDS 3008",4511,Cafes and Restaurants,Seats - Outdoor,8,144.9449387,-37.81399452,"-37.813994520151894, 144.94493865055"
